Car_id,Publish_period,End_Date,Departure_Date,Distance_travelled,Color,N_Photos,Price,N_Inquires,is_sold
XL3-1065445,7,1.38E+18,1.39E+18,32758,White,31,100000,7,0
XL3-1065445,7,1.38E+18,1.39E+18,32758,White,31,83000,7,1
XL3-1086383,0,1.38E+18,1.39E+18,29804,White,35,90000,5,0
XL3-1086383,17,1.38E+18,1.39E+18,29804,White,35,73000,5,1
XL3-1276121,8,1.38E+18,1.38E+18,32342,White,30,100000,1,1
XL3-1269130,3,1.38E+18,1.39E+18,52314,Silver,30,100000,11,0
XL3-1269130,25,1.38E+18,1.39E+18,52314,Silver,30,63000,11,1
XL3-1549941,4,1.38E+18,1.38E+18,32861,White,30,90000,3,1
XL3-1266341,2,1.38E+18,1.39E+18,48822,White,29,90000,6,0
XL3-1266341,9,1.38E+18,1.39E+18,48822,White,29,73000,6,1
XL3-1510221,3,1.38E+18,1.39E+18,46660,White,30,80000,3,1
XL3-1272998,12,1.38E+18,1.39E+18,64997,White,30,80000,9,0
XL3-1272998,6,1.38E+18,1.39E+18,64997,White,30,70000,9,1
XL3-1511515,8,1.38E+18,1.38E+18,43423,White,31,80000,3,1
XL3-1242197,13,1.38E+18,1.39E+18,63248,White,29,80000,14,0
XL3-1242197,1,1.38E+18,1.39E+18,63248,White,29,63000,14,1
XL3-1256456,0,1.38E+18,1.39E+18,59317,White,30,100000,6,0
XL3-1256456,11,1.38E+18,1.39E+18,59317,White,30,83000,6,1
XL3-1257337,22,1.38E+18,1.39E+18,49878,Silver,30,80000,22,0
XL3-1257337,7,1.38E+18,1.39E+18,49878,Silver,30,50000,22,1
XL3-1509304,7,1.38E+18,1.38E+18,53103,White,32,80000,6,0
XL3-1509304,3,1.38E+18,1.38E+18,53103,White,32,63000,6,1
XL3-1268152,16,1.38E+18,1.39E+18,38032,White,30,90000,14,0
XL3-1268152,19,1.38E+18,1.39E+18,38032,White,30,63000,14,1
XL3-1260531,0,1.38E+18,1.39E+18,31611,Silver,28,90000,6,0
XL3-1260531,21,1.38E+18,1.39E+18,31611,Silver,28,56000,6,1
XL3-1267622,12,1.38E+18,1.39E+18,41493,White,28,80000,3,1
XL3-1254491,4,1.38E+18,1.39E+18,30183,White,29,90000,6,0
XL3-1254491,5,1.38E+18,1.39E+18,30183,White,29,85000,6,1
XL3-1278529,17,1.38E+18,1.39E+18,59697,White,30,80000,15,0
XL3-1278529,10,1.38E+18,1.39E+18,59697,White,30,48000,15,1
XL3-1004877,8,1.38E+18,1.39E+18,53554,White,31,80000,21,0
XL3-1004877,8,1.38E+18,1.39E+18,53554,White,31,53000,21,1
XL3-1254691,5,1.38E+18,1.39E+18,34776,White,29,90000,1,1
XL3-1001522,1,1.38E+18,1.39E+18,23949,White,29,90000,11,0
XL3-1001522,16,1.38E+18,1.39E+18,23949,White,29,73000,11,1
XL3-1023570,14,1.38E+18,1.39E+18,51580,White,28,70000,6,0
XL3-1023570,0,1.38E+18,1.39E+18,51580,White,28,53000,6,1
XL3-1262897,0,1.38E+18,1.39E+18,39815,Black,30,90000,17,0
XL3-1262897,31,1.38E+18,1.39E+18,39815,Black,30,51000,17,1
XL3-1242022,4,1.38E+18,1.39E+18,42250,White,30,90000,11,0
XL3-1242022,10,1.38E+18,1.39E+18,42250,White,30,73000,11,1
XL3-1510574,6,1.38E+18,1.38E+18,21137,White,30,90000,3,1
XL3-1517221,4,1.38E+18,1.39E+18,13516,White,30,80000,13,0
XL3-1517221,5,1.38E+18,1.39E+18,13516,White,30,63000,13,1
XL3-1512549,0,1.38E+18,1.39E+18,51300,White,29,90000,2,0
XL3-1512549,11,1.38E+18,1.39E+18,51300,White,29,73000,2,1
XL3-1505676,11,1.38E+18,1.39E+18,36699,White,30,90000,5,0
XL3-1505676,0,1.38E+18,1.39E+18,36699,White,30,73000,5,1
XL3-1043178,10,1.38E+18,1.39E+18,28490,White,29,90000,10,0
XL3-1043178,5,1.38E+18,1.39E+18,28490,White,29,73000,10,1
XL3-1271866,9,1.38E+18,1.39E+18,40007,White,31,90000,4,0
XL3-1271866,1,1.38E+18,1.39E+18,40007,White,31,73000,4,1
XL3-1504130,14,1.38E+18,1.39E+18,34054,White,30,80000,7,1
XL3-1274803,2,1.38E+18,1.39E+18,56425,White,30,80000,8,0
XL3-1274803,8,1.38E+18,1.39E+18,56425,White,30,63000,8,1
XL3-1520698,4,1.38E+18,1.39E+18,48001,White,30,90000,10,0
XL3-1520698,13,1.38E+18,1.39E+18,48001,White,30,70000,10,1
XL3-1515486,5,1.38E+18,1.39E+18,27609,White,32,90000,7,0
XL3-1515486,4,1.38E+18,1.39E+18,27609,White,32,73000,7,1
XL3-1275030,3,1.38E+18,1.39E+18,54174,White,32,100000,15,0
XL3-1275030,13,1.38E+18,1.39E+18,54174,White,32,73000,15,1
XL3-1240964,9,1.38E+18,1.39E+18,48920,Silver,4,90000,15,0
XL3-1240964,13,1.38E+18,1.39E+18,48920,Silver,4,63000,15,1
XL3-1190730,0,1.38E+18,1.39E+18,34921,White,30,80000,5,0
XL3-1190730,18,1.38E+18,1.39E+18,34921,White,30,53000,5,1
XL3-1198135,0,1.38E+18,1.39E+18,51003,Silver,31,100000,10,0
XL3-1198135,29,1.38E+18,1.39E+18,51003,Silver,31,68000,10,1
XL3-1219622,16,1.38E+18,1.39E+18,76653,White,30,80000,17,0
XL3-1219622,0,1.38E+18,1.39E+18,76653,White,30,60000,17,1
XL3-1250940,6,1.38E+18,1.39E+18,48648,White,29,80000,13,0
XL3-1250940,3,1.38E+18,1.39E+18,48648,White,29,63000,13,1
XL3-1062318,15,1.38E+18,1.39E+18,54755,White,30,80000,11,0
XL3-1062318,0,1.38E+18,1.39E+18,54755,White,30,63000,11,1
XL3-1567493,3,1.38E+18,1.39E+18,33671,White,30,80000,11,1
XL3-1275219,4,1.38E+18,1.39E+18,18446,White,31,100000,5,0
XL3-1275219,4,1.38E+18,1.39E+18,18446,White,31,73000,5,1
XL3-1501064,9,1.38E+18,1.39E+18,47061,White,29,80000,14,0
XL3-1501064,11,1.38E+18,1.39E+18,47061,White,29,53000,14,1
XL38001125,6,1.38E+18,1.39E+18,26210,White,31,100000,21,0
XL38001125,15,1.38E+18,1.39E+18,26210,White,31,73000,21,1
XL3-1220479,12,1.38E+18,1.39E+18,71383,White,31,80000,16,0
XL3-1220479,8,1.38E+18,1.39E+18,71383,White,31,53000,16,1
XL3-1513005,10,1.38E+18,1.39E+18,58015,White,30,90000,6,0
XL3-1513005,5,1.38E+18,1.39E+18,58015,White,30,80000,6,1
XL3-1563843,0,1.38E+18,1.39E+18,40556,Silver,30,100000,13,0
XL3-1563843,15,1.38E+18,1.39E+18,40556,Silver,30,83000,13,1
XL3-1269908,11,1.38E+18,1.39E+18,20289,White,28,90000,9,1
XL3-1237409,8,1.38E+18,1.39E+18,35169,White,30,80000,1,1
XL3-1259459,9,1.38E+18,1.39E+18,56050,White,31,90000,12,0
XL3-1259459,10,1.38E+18,1.39E+18,56050,White,31,80000,12,1
XL3-1009586,3,1.38E+18,1.39E+18,49486,White,30,80000,5,0
XL3-1009586,8,1.38E+18,1.39E+18,49486,White,30,63000,5,1
XL3-1502335,0,1.38E+18,1.39E+18,47213,White,30,80000,3,0
XL3-1502335,7,1.38E+18,1.39E+18,47213,White,30,63000,3,1
XL3-1210375,1,1.38E+18,1.39E+18,44939,White,30,90000,5,0
XL3-1210375,10,1.38E+18,1.39E+18,44939,White,30,73000,5,1
XL3-1236767,0,1.38E+18,1.39E+18,37081,Silver,30,90000,4,0
XL3-1236767,24,1.38E+18,1.39E+18,37081,Silver,30,70000,4,1
XL3-1063046,13,1.38E+18,1.39E+18,53556,White,30,80000,9,1
XL3-1519557,5,1.38E+18,1.39E+18,40065,White,31,90000,8,0
XL3-1519557,6,1.38E+18,1.39E+18,40065,White,31,73000,8,1
XL3-1509754,0,1.38E+18,1.39E+18,68706,White,30,90000,7,0
XL3-1509754,20,1.38E+18,1.39E+18,68706,White,30,63000,7,1
XL3-1216751,0,1.38E+18,1.39E+18,60999,White,29,80000,4,0
XL3-1216751,20,1.38E+18,1.39E+18,60999,White,29,60000,4,1
XL3-1159698,7,1.38E+18,1.39E+18,20249,White,29,90000,3,1
XL3-1250277,7,1.38E+18,1.39E+18,83480,White,29,70000,4,1
XL3-1276620,21,1.38E+18,1.39E+18,69518,Silver,29,80000,21,0
XL3-1276620,5,1.38E+18,1.39E+18,69518,Silver,29,53000,21,1
XL3-1019599,22,1.38E+18,1.39E+18,61625,Silver,30,80000,13,0
XL3-1019599,6,1.38E+18,1.39E+18,61625,Silver,30,43000,13,1
XL3-1262630,16,1.38E+18,1.39E+18,41306,White,30,80000,29,0
XL3-1262630,12,1.38E+18,1.39E+18,41306,White,30,43000,29,1
XL3-1257205,10,1.38E+18,1.39E+18,57961,White,31,90000,8,0
XL3-1257205,1,1.38E+18,1.39E+18,57961,White,31,73000,8,1
XL3-1274171,13,1.38E+18,1.39E+18,64134,Silver,30,100000,5,0
XL3-1274171,10,1.38E+18,1.39E+18,64134,Silver,30,73000,5,1
XL3-1252167,2,1.38E+18,1.39E+18,68366,White,31,90000,3,0
XL3-1252167,7,1.38E+18,1.39E+18,68366,White,31,73000,3,1
XL3-1041359,8,1.38E+18,1.39E+18,51703,White,30,80000,4,0
XL3-1041359,5,1.38E+18,1.39E+18,51703,White,30,75000,4,1
XL3-1261108,6,1.38E+18,1.39E+18,43334,White,31,90000,1,1
XL3-1512509,8,1.38E+18,1.39E+18,3280,White,30,190000,10,0
XL3-1512509,7,1.38E+18,1.39E+18,3280,White,30,160000,10,1
XL3-1505247,9,1.38E+18,1.39E+18,54799,White,30,80000,9,0
XL3-1505247,7,1.38E+18,1.39E+18,54799,White,30,58000,9,1
XL3-1276239,5,1.38E+18,1.39E+18,54055,White,30,80000,3,0
XL3-1276239,10,1.38E+18,1.39E+18,54055,White,30,70000,3,1
XL3-1563409,3,1.38E+18,1.39E+18,31170,White,30,90000,4,1
XL3-1266394,8,1.38E+18,1.39E+18,50670,White,32,80000,12,0
XL3-1266394,16,1.38E+18,1.39E+18,50670,White,32,50000,12,1
XL3-1002049,7,1.38E+18,1.39E+18,19169,White,31,90000,6,0
XL3-1002049,8,1.38E+18,1.39E+18,19169,White,31,75000,6,1
XL3-1260628,5,1.38E+18,1.39E+18,33665,White,30,80000,4,1
XL3-1239775,8,1.38E+18,1.39E+18,37497,White,29,90000,6,1
XL3-1250301,8,1.38E+18,1.39E+18,53354,White,31,80000,7,0
XL3-1250301,9,1.38E+18,1.39E+18,53354,White,31,70000,7,1
XL3-1517355,7,1.38E+18,1.39E+18,16601,White,30,90000,34,0
XL3-1517355,7,1.38E+18,1.39E+18,16601,White,30,73000,34,1
XL3-1027830,38,1.38E+18,1.39E+18,59230,Black,30,90000,9,0
XL3-1027830,0,1.38E+18,1.39E+18,59230,Black,30,57000,9,1
XL3-1516017,6,1.38E+18,1.39E+18,37657,White,29,90000,1,1
XL3-1266081,17,1.38E+18,1.39E+18,44135,White,29,80000,11,0
XL3-1266081,5,1.38E+18,1.39E+18,44135,White,29,53000,11,1
XL3-1530702,7,1.38E+18,1.39E+18,49983,White,29,130000,2,1
XL3-1505985,11,1.38E+18,1.39E+18,41289,White,31,80000,1,0
XL3-1505985,0,1.38E+18,1.39E+18,41289,White,31,63000,1,1
XL3-1236225,17,1.38E+18,1.39E+18,17975,White,31,110000,7,0
XL3-1236225,8,1.38E+18,1.39E+18,17975,White,31,83000,7,1
XL3-1506773,42,1.38E+18,1.39E+18,56503,Black,31,90000,18,0
XL3-1506773,9,1.38E+18,1.39E+18,56503,Black,31,46000,18,1
XL3-1273202,5,1.38E+18,1.39E+18,12968,White,28,90000,4,1
XL3-1215877,7,1.38E+18,1.39E+18,30050,White,30,90000,20,0
XL3-1215877,17,1.38E+18,1.39E+18,30050,White,30,63000,20,1
XL3-1042547,4,1.38E+18,1.39E+18,50428,White,30,90000,21,0
XL3-1042547,16,1.38E+18,1.39E+18,50428,White,30,63000,21,1
XL3-1202327,8,1.38E+18,1.39E+18,56394,White,30,90000,4,0
XL3-1202327,4,1.38E+18,1.39E+18,56394,White,30,73000,4,1
XL3-1501255,18,1.38E+18,1.39E+18,51673,White,29,80000,3,0
XL3-1501255,0,1.38E+18,1.39E+18,51673,White,29,70000,3,1
XL3-1010179,23,1.38E+18,1.39E+18,61230,Black,31,90000,30,0
XL3-1010179,35,1.38E+18,1.39E+18,61230,Black,31,40000,30,1
XL3-1506691,52,1.38E+18,1.39E+18,52204,Brown,30,80000,41,0
XL3-1506691,5,1.38E+18,1.39E+18,52204,Brown,30,43000,41,1
XL3-1276064,20,1.38E+18,1.39E+18,60213,Silver,30,80000,57,0
XL3-1276064,29,1.38E+18,1.39E+18,60213,Silver,30,53000,57,1
XL3-1512265,7,1.38E+18,1.39E+18,55831,White,30,80000,5,0
XL3-1512265,1,1.38E+18,1.39E+18,55831,White,30,70000,5,1
XL3-1535658,2,1.38E+18,1.39E+18,52728,Silver,31,80000,8,0
XL3-1535658,21,1.38E+18,1.39E+18,52728,Silver,31,50000,8,1
XL3-1530753,7,1.38E+18,1.39E+18,57954,White,29,80000,8,0
XL3-1530753,3,1.38E+18,1.39E+18,57954,White,29,63000,8,1
XL3-1506334,2,1.38E+18,1.39E+18,49214,White,30,80000,3,1
XL3-1552336,18,1.38E+18,1.39E+18,31300,White,29,90000,9,0
XL3-1552336,4,1.38E+18,1.39E+18,31300,White,29,63000,9,1
XL3-1230961,7,1.38E+18,1.39E+18,61064,White,29,90000,2,1
XL3-1223209,6,1.38E+18,1.39E+18,66372,White,30,70000,10,0
XL3-1223209,11,1.38E+18,1.39E+18,66372,White,30,53000,10,1
XL3-1200345,5,1.38E+18,1.39E+18,64463,White,30,70000,6,0
XL3-1200345,9,1.38E+18,1.39E+18,64463,White,30,53000,6,1
XL3-1161425,2,1.38E+18,1.39E+18,63093,White,30,80000,15,0
XL3-1161425,14,1.38E+18,1.39E+18,63093,White,30,63000,15,1
XL3-1235658,1,1.38E+18,1.39E+18,59880,White,31,100000,2,1
XL3-1509041,7,1.38E+18,1.39E+18,43619,White,29,90000,5,0
XL3-1509041,8,1.38E+18,1.39E+18,43619,White,29,73000,5,1
XL3-1222970,14,1.38E+18,1.39E+18,29411,White,30,100000,9,0
XL3-1222970,0,1.38E+18,1.39E+18,29411,White,30,83000,9,1
XL3-1140590,56,1.38E+18,1.39E+18,69336,Brown,29,90000,40,0
XL3-1140590,8,1.38E+18,1.39E+18,69336,Brown,29,39000,40,1
XL3-1504447,2,1.38E+18,1.39E+18,53962,White,30,90000,8,0
XL3-1504447,8,1.38E+18,1.39E+18,53962,White,30,73000,8,1
XL3-1522655,51,1.38E+18,1.39E+18,63475,Brown,31,90000,47,0
XL3-1522655,14,1.38E+18,1.39E+18,63475,Brown,31,47000,47,1
XL3-1518536,1,1.38E+18,1.39E+18,49713,Silver,30,100000,10,0
XL3-1518536,23,1.38E+18,1.39E+18,49713,Silver,30,66000,10,1
XL3-1506875,5,1.38E+18,1.39E+18,44706,White,29,110000,1,1
XL3-1270655,7,1.38E+18,1.39E+18,37383,White,30,100000,2,1
XL3-1524108,3,1.38E+18,1.39E+18,48976,White,30,110000,1,1
XL3-1003876,2,1.38E+18,1.39E+18,47608,White,31,100000,13,0
XL3-1003876,15,1.38E+18,1.39E+18,47608,White,31,90000,13,1
XL3-1068996,3,1.38E+18,1.39E+18,50264,White,29,80000,9,0
XL3-1068996,11,1.38E+18,1.39E+18,50264,White,29,63000,9,1
XL3-1269326,21,1.38E+18,1.39E+18,44280,Silver,30,90000,12,0
XL3-1269326,0,1.38E+18,1.39E+18,44280,Silver,30,63000,12,1
XL3-1278072,9,1.38E+18,1.39E+18,58150,White,35,80000,9,0
XL3-1278072,14,1.38E+18,1.39E+18,58150,White,35,48000,9,1
XL38001114,8,1.38E+18,1.39E+18,38726,White,30,90000,1,1
XL3-1016147,14,1.38E+18,1.39E+18,51452,White,30,80000,9,0
XL3-1016147,8,1.38E+18,1.39E+18,51452,White,30,58000,9,1
XL3-1256257,9,1.38E+18,1.39E+18,30044,White,30,90000,9,0
XL3-1256257,12,1.38E+18,1.39E+18,30044,White,30,63000,9,1
XL3-1512661,9,1.38E+18,1.39E+18,54205,White,30,90000,6,0
XL3-1512661,13,1.38E+18,1.39E+18,54205,White,30,56000,6,1
XL3-1275412,5,1.38E+18,1.39E+18,53741,White,30,80000,1,1
XL3-1276965,6,1.38E+18,1.39E+18,37862,White,30,80000,12,0
XL3-1276965,9,1.38E+18,1.39E+18,37862,White,30,63000,12,1
XL3-1267580,15,1.38E+18,1.39E+18,63546,White,31,90000,1,0
XL3-1267580,3,1.38E+18,1.39E+18,63546,White,31,70000,1,1
XL3-1277363,0,1.38E+18,1.39E+18,56943,White,32,80000,12,0
XL3-1277363,9,1.38E+18,1.39E+18,56943,White,32,70000,12,1
XL3-1276073,0,1.38E+18,1.39E+18,39467,White,32,80000,5,0
XL3-1276073,13,1.38E+18,1.39E+18,39467,White,32,63000,5,1
XL3-1278083,3,1.38E+18,1.39E+18,26200,White,31,90000,10,0
XL3-1278083,13,1.38E+18,1.39E+18,26200,White,31,73000,10,1
XL3-1550365,7,1.38E+18,1.39E+18,68926,White,30,80000,3,1
XL3-1501555,4,1.38E+18,1.39E+18,42641,White,29,100000,5,0
XL3-1501555,9,1.38E+18,1.39E+18,42641,White,29,83000,5,1
XL3-1244231,9,1.38E+18,1.39E+18,28012,White,30,90000,3,0
XL3-1244231,2,1.38E+18,1.39E+18,28012,White,30,73000,3,1
XL3-1258553,10,1.38E+18,1.39E+18,27850,White,30,110000,3,0
XL3-1258553,2,1.38E+18,1.39E+18,27850,White,30,93000,3,1
XL3-1093395,7,1.38E+18,1.39E+18,38063,White,32,80000,4,0
XL3-1093395,10,1.38E+18,1.39E+18,38063,White,32,70000,4,1
XL3-1239078,1,1.38E+18,1.39E+18,44650,White,29,100000,1,1
XL3-1006258,8,1.38E+18,1.39E+18,54677,White,30,80000,5,0
XL3-1006258,3,1.38E+18,1.39E+18,54677,White,30,63000,5,1
XL3-1016293,7,1.38E+18,1.39E+18,68571,White,31,90000,8,0
XL3-1016293,18,1.38E+18,1.39E+18,68571,White,31,53000,8,1
XL3-1261241,10,1.38E+18,1.39E+18,43469,White,31,80000,12,0
XL3-1261241,5,1.38E+18,1.39E+18,43469,White,31,63000,12,1
XL3-1516112,14,1.38E+18,1.39E+18,46364,White,31,160000,3,0
XL3-1516112,13,1.38E+18,1.39E+18,46364,White,31,130000,3,1
XL3-1164940,6,1.38E+18,1.39E+18,49299,White,30,90000,2,1
XL3-1085595,5,1.38E+18,1.39E+18,52452,White,30,80000,2,0
XL3-1085595,8,1.38E+18,1.39E+18,52452,White,30,63000,2,1
XL3-1551306,15,1.38E+18,1.39E+18,44656,Silver,32,90000,26,0
XL3-1551306,13,1.38E+18,1.39E+18,44656,Silver,32,53000,26,1
XL3-1508572,24,1.38E+18,1.39E+18,54255,Silver,30,90000,18,0
XL3-1508572,1,1.38E+18,1.39E+18,54255,Silver,30,55000,18,1
XL3-1511030,0,1.38E+18,1.39E+18,41815,White,30,100000,2,0
XL3-1511030,10,1.38E+18,1.39E+18,41815,White,30,90000,2,1
XL3-1276713,10,1.38E+18,1.39E+18,66063,Black,32,90000,27,0
XL3-1276713,38,1.38E+18,1.39E+18,66063,Black,32,31000,27,1
XL3-1249602,19,1.38E+18,1.39E+18,86260,Silver,29,80000,28,0
XL3-1249602,2,1.38E+18,1.39E+18,86260,Silver,29,53000,28,1
XL3-1001501,30,1.38E+18,1.39E+18,59941,Black,30,90000,24,0
XL3-1001501,18,1.38E+18,1.39E+18,59941,Black,30,51000,24,1
XL3-1237599,14,1.38E+18,1.39E+18,60125,White,30,90000,9,0
XL3-1237599,10,1.38E+18,1.39E+18,60125,White,30,63000,9,1
XL3-1238502,14,1.38E+18,1.39E+18,31136,White,31,140000,3,1
XL3-1546466,5,1.38E+18,1.39E+18,46723,White,29,80000,9,0
XL3-1546466,16,1.38E+18,1.39E+18,46723,White,29,60000,9,1
XL3-1147886,10,1.38E+18,1.39E+18,34672,White,29,100000,15,0
XL3-1147886,17,1.38E+18,1.39E+18,34672,White,29,63000,15,1
XL3-1278391,15,1.38E+18,1.39E+18,45975,White,29,90000,9,0
XL3-1278391,16,1.38E+18,1.39E+18,45975,White,29,60000,9,1
XL3-1278237,3,1.38E+18,1.39E+18,40751,White,32,90000,7,0
XL3-1278237,9,1.39E+18,1.39E+18,40751,White,32,73000,7,1
XL3-1272263,0,1.38E+18,1.39E+18,39750,White,31,120000,2,0
XL3-1272263,11,1.39E+18,1.39E+18,39750,White,31,110000,2,1
XL3-1501948,22,1.38E+18,1.39E+18,54305,Silver,29,80000,15,0
XL3-1501948,2,1.39E+18,1.39E+18,54305,Silver,29,53000,15,1
XL3-1012734,8,1.38E+18,1.39E+18,53530,White,29,80000,15,0
XL3-1012734,10,1.39E+18,1.39E+18,53530,White,29,58000,15,1
XL3-1259454,13,1.38E+18,1.39E+18,66983,White,29,80000,11,0
XL3-1259454,9,1.39E+18,1.39E+18,66983,White,29,58000,11,1
XL3-1047228,6,1.38E+18,1.39E+18,40912,White,37,90000,8,0
XL3-1047228,10,1.39E+18,1.39E+18,40912,White,37,73000,8,1
XL3-1238212,7,1.38E+18,1.39E+18,55949,Silver,30,90000,3,0
XL3-1238212,17,1.39E+18,1.39E+18,55949,Silver,30,63000,3,1
XL3-1503630,7,1.39E+18,1.39E+18,26710,White,30,100000,1,1
XL38000139,21,1.38E+18,1.39E+18,42116,Silver,32,90000,9,0
XL38000139,8,1.39E+18,1.39E+18,42116,Silver,32,60000,9,1
XL3-1518559,3,1.39E+18,1.39E+18,35200,White,30,80000,2,1
XL3-1033846,15,1.39E+18,1.39E+18,45515,White,29,80000,6,0
XL3-1033846,0,1.39E+18,1.39E+18,45515,White,29,60000,6,1
XL3-1020160,2,1.39E+18,1.39E+18,35953,White,4,90000,2,1
XL3-1159374,2,1.38E+18,1.39E+18,67424,Silver,29,80000,9,0
XL3-1159374,22,1.39E+18,1.39E+18,67424,Silver,29,50000,9,1
XL3-1507825,8,1.38E+18,1.39E+18,44753,White,30,90000,12,0
XL3-1507825,14,1.39E+18,1.39E+18,44753,White,30,63000,12,1
XL3-1243070,21,1.38E+18,1.39E+18,52393,Silver,29,80000,10,0
XL3-1243070,2,1.39E+18,1.39E+18,52393,Silver,29,49000,10,1
XL3-1503988,5,1.38E+18,1.39E+18,48069,White,29,90000,1,0
XL3-1503988,3,1.39E+18,1.39E+18,48069,White,29,73000,1,1
XL3-1080487,10,1.39E+18,1.39E+18,62189,White,30,80000,3,0
XL3-1080487,0,1.39E+18,1.39E+18,62189,White,30,63000,3,1
XL3-1504225,6,1.38E+18,1.39E+18,63869,White,29,80000,2,0
XL3-1504225,2,1.39E+18,1.39E+18,63869,White,29,63000,2,1
XL3-1226567,15,1.38E+18,1.39E+18,48829,White,30,90000,4,0
XL3-1226567,11,1.39E+18,1.39E+18,48829,White,30,53000,4,1
XL3-1128600,7,1.39E+18,1.39E+18,55470,White,30,80000,2,1
XL3-1279539,17,1.38E+18,1.39E+18,65397,White,30,80000,3,0
XL3-1279539,4,1.39E+18,1.39E+18,65397,White,30,53000,3,1
XL3-1523032,9,1.38E+18,1.39E+18,35421,White,29,90000,3,0
XL3-1523032,15,1.39E+18,1.39E+18,35421,White,29,63000,3,1
XL3-1524068,10,1.39E+18,1.39E+18,44060,White,32,80000,1,1
XL3-1081692,6,1.38E+18,1.39E+18,32593,Silver,30,90000,6,0
XL3-1081692,19,1.39E+18,1.39E+18,32593,Silver,30,56000,6,1
XL3-1510560,3,1.38E+18,1.39E+18,45184,White,33,80000,10,0
XL3-1510560,8,1.39E+18,1.39E+18,45184,White,33,63000,10,1
XL3-1069654,8,1.38E+18,1.39E+18,44999,White,40,80000,10,0
XL3-1069654,5,1.39E+18,1.39E+18,44999,White,40,63000,10,1
XL3-1562186,15,1.38E+18,1.39E+18,34337,White,31,100000,5,0
XL3-1562186,4,1.39E+18,1.39E+18,34337,White,31,73000,5,1
XL3-1240702,1,1.38E+18,1.39E+18,46811,White,29,80000,7,0
XL3-1240702,16,1.39E+18,1.39E+18,46811,White,29,60000,7,1
XL3-1511306,9,1.39E+18,1.39E+18,24456,White,29,90000,2,1
XL3-1506758,6,1.38E+18,1.39E+18,40841,White,31,80000,16,0
XL3-1506758,4,1.39E+18,1.39E+18,40841,White,31,63000,16,1
XL3-1502146,4,1.38E+18,1.39E+18,23949,White,31,130000,4,0
XL3-1502146,18,1.39E+18,1.39E+18,23949,White,31,115000,4,1
XL3-1248935,2,1.39E+18,1.39E+18,39771,White,28,80000,1,1
XL3-1556541,2,1.38E+18,1.39E+18,36353,White,30,90000,7,0
XL3-1556541,19,1.39E+18,1.39E+18,36353,White,30,63000,7,1
XL3-1058353,2,1.38E+18,1.39E+18,35226,White,30,80000,3,0
XL3-1058353,7,1.39E+18,1.39E+18,35226,White,30,63000,3,1
XL3-1278800,1,1.38E+18,1.39E+18,39934,White,32,80000,25,0
XL3-1278800,14,1.39E+18,1.39E+18,39934,White,32,63000,25,1
XL3-1536071,4,1.38E+18,1.39E+18,4939,White,30,170000,8,0
XL3-1536071,6,1.39E+18,1.39E+18,4939,White,30,125000,8,1
XL3-1254725,10,1.38E+18,1.39E+18,46404,White,31,80000,3,0
XL3-1254725,4,1.39E+18,1.39E+18,46404,White,31,63000,3,1
XL3-1052327,21,1.39E+18,1.39E+18,33611,Silver,30,80000,13,0
XL3-1052327,0,1.39E+18,1.39E+18,33611,Silver,30,53000,13,1
XL3-1550822,1,1.38E+18,1.39E+18,55125,Black,28,80000,9,0
XL3-1550822,39,1.39E+18,1.39E+18,55125,Black,28,41000,9,1
XL3-1503361,21,1.39E+18,1.39E+18,59819,Silver,30,80000,8,0
XL3-1503361,1,1.39E+18,1.39E+18,59819,Silver,30,58000,8,1
XL3-1087197,7,1.39E+18,1.39E+18,48004,White,31,80000,6,1
XL3-1260785,6,1.38E+18,1.39E+18,30551,White,30,90000,6,0
XL3-1260785,17,1.39E+18,1.39E+18,30551,White,30,46000,6,1
XL3-1257873,7,1.39E+18,1.39E+18,49971,White,31,90000,5,1
XL3-1543443,6,1.39E+18,1.39E+18,21590,White,30,140000,3,0
XL3-1543443,4,1.39E+18,1.39E+18,21590,White,30,100000,3,1
XL3-1056233,14,1.38E+18,1.39E+18,58339,White,30,100000,2,0
XL3-1056233,7,1.39E+18,1.39E+18,58339,White,30,73000,2,1
XL3-1246118,21,1.38E+18,1.39E+18,40828,Silver,30,90000,7,0
XL3-1246118,6,1.39E+18,1.39E+18,40828,Silver,30,63000,7,1
XL3-1522661,30,1.38E+18,1.39E+18,48170,Black,30,90000,8,0
XL3-1522661,9,1.39E+18,1.39E+18,48170,Black,30,53000,8,1
XL3-1211725,24,1.38E+18,1.39E+18,38615,Silver,30,80000,24,0
XL3-1211725,8,1.39E+18,1.39E+18,38615,Silver,30,53000,24,1
XL3-1013592,24,1.38E+18,1.39E+18,59738,Silver,29,80000,26,0
XL3-1013592,8,1.39E+18,1.39E+18,59738,Silver,29,42000,26,1
XL3-1527642,3,1.38E+18,1.39E+18,54163,Black,29,100000,30,0
XL3-1527642,38,1.39E+18,1.39E+18,54163,Black,29,43000,30,1
XL3-1277407,11,1.38E+18,1.39E+18,50800,Black,31,110000,9,0
XL3-1277407,43,1.39E+18,1.39E+18,50800,Black,31,95000,9,1
XL3-1024971,31,1.38E+18,1.39E+18,51868,Black,31,80000,15,0
XL3-1024971,7,1.39E+18,1.39E+18,51868,Black,31,42000,15,1
XL3-1559839,17,1.39E+18,1.39E+18,52190,White,30,100000,4,0
